scientificName;acceptedScientificName;decimalLatitude;decimalLongitude;issues;basisOfRecord;occurrenceStatus;rightsHolder;datasetName;recordedBy;locality;habitat;stateProvince
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,441667;-39,222222;gass84,diffown;PRESERVED_SPECIMEN;PRESENT;SPF - Herbário da Universidade de São Paulo;SPF - Herbário da Universidade de São Paulo;Daneu, L;RPPN Estação Veracel;;Bahia
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,419167;-39,202222;cdround,gass84,rdativ,inmano;PRESERVED_SPECIMEN;PRESENT;Rio de Janeiro Botanical Garden;RB - Rio de Janeiro Botanical Garden Herbarium Collection;"L. Daneu; G.M. Carvalho; L.C. Gomes";Estrada RPPN Estação veracel 1,5 Km da Administração, sentido a saída da Reseva passanmdo ao lado da plataforma.;;Bahia
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,419167;-39,202222;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;MBM - Herbário do Museu Botânico Municipal;MBM - Herbário do Museu Botânico Municipal;"L. Daneu;G.M. Carvalho,L.C. Gomes";Estrada da RPPN Estação Veracel, 1,5km da Administração, sentido a saída da Reserva passando ao lado da plataforma. Borda de Mata;;Bahia
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-16,441667;-39,222222;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;SPF - Herbário da Universidade de São Paulo;SPF - Herbário da Universidade de São Paulo;Daneu, L;RPPN Estação Veracel;;Bahia
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,215444;-43,208;gass84,ambinst;PRESERVED_SPECIMEN;PRESENT;BHCB - Herbário da Universidade Federal de Minas Gerais;BHCB - Herbário da Universidade Federal de Minas Gerais;"Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO";APA Felício, Caminho para a Cachoeira do Sumidouro. Floresta Estacional Semidecidual;;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,215556;-43,208056;cdround,gass84,rdativ,inmano;PRESERVED_SPECIMEN;PRESENT;Rio de Janeiro Botanical Garden;RB - Rio de Janeiro Botanical Garden Herbarium Collection;"T.E. Almeida; L. Echternacht; T.V. Bastos; A.M.O. Santos";APA Felício, caminho para a Cacheira do Sumidouro.;;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,215556;-43,208056;gass84,ambinst;PRESERVED_SPECIMEN;PRESENT;HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão;HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão;T.E. Almeida;APA Felício, Caminho para a Cachoeira do;;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,215556;-43,208056;gass84,diffown;PRESERVED_SPECIMEN;PRESENT;MBM - Herbário do Museu Botânico Municipal;MBM - Herbário do Museu Botânico Municipal;"Almeida, T.E.; Echternacht, L.; Bastos, T.V.; Santos, A.M.O.; Echternacht, L.; Bastos, T.V.; Santos, A.M.O.";APA Felício, Caminho para Cachoeira do Sumidouro;;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,215556;-43,208056;cdround,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão;HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão;"T.E. Almeida L. Echternacht T.V. Bastos;A.M.O. Santos";;;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,215556;-43,208056;cdround,elmms,gass84,rdativ,colmafu,inmafu;PRESERVED_SPECIMEN;PRESENT;MBM - Herbário do Museu Botânico Municipal;MBM - Herbário do Museu Botânico Municipal;"Almeida, TE;Almeida, T.E.,Echternacht, L.,Bastos, T.V.,Santos, A.M.O.";APA Felício, Caminho para Cachoeira do Sumidouro;;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-19,825;-44,050833;gass84,ambinst;PRESERVED_SPECIMEN;PRESENT;BHCB - Herbário da Universidade Federal de Minas Gerais;BHCB - Herbário da Universidade Federal de Minas Gerais;"Moreira, NC; Borges, KS; Schall, B; Gomes, F; Rodrigues, JG";Condomínio Canto dos Pássaros;;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-18,001667;-42,936389;gass84,diffown;PRESERVED_SPECIMEN;PRESENT;HUEFS - Herbario da Universidade Estadual de Feira de Santana;HUEFS - Herbario da Universidade Estadual de Feira de Santana;Cardoso, D.;"Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o ""aeroporto""; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba";;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-20,123889;-44,218889;cdround,gass84,rdativ,inmano;PRESERVED_SPECIMEN;PRESENT;Rio de Janeiro Botanical Garden;RB - Rio de Janeiro Botanical Garden Herbarium Collection;Oliveira, J.G.;Inhotim.;;Minas Gerais
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-21,296944;-41,090278;cdround,gass84,inmano;PRESERVED_SPECIMEN;PRESENT;HUENF;Herbário - Universidade Estadual do Norte Fluminense Darcy Ribeiro;"Archanjo, K.M.P.A.;Nascimento, M.T.";Fazenda Santo Antônio;;Rio de Janeiro
Melanoxylon brauna Schott;Melanoxylon brauna Schott;-10,349167;-36,486389;gass84,inmano;PRESERVED_SPECIMEN;PRESENT;MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas;MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas;"Coelho, D; Cabral, B; I.A.Bayma";Apiario divisa com Piaçabuçu.;;Alagoas
